Año;Mes;Organismo;Evento;Entradas;Clasificación
2024;Octubre;Conde Duque;Ana Lua Caiano;34;Música y Conciertos
2024;Octubre;Conde Duque;Bü?ra Kay?kç?;30;Música y Conciertos
2024;Noviembre;Conde Duque;CCN - BALLET DE LORRAINE «static Shot (Maud Le Pladec)/ Malón (Ayelén Parolin)»;51;Teatro y Escénicas
2024;Noviembre;Conde Duque;Dani Llamas;1;Música y Conciertos
2024;Noviembre;Conde Duque;Forced Entertainment «to MOVE in TIME»;23;Teatro y Escénicas
2024;Octubre;Conde Duque;Itsaso Arana «las CHICAS ESTÁN BIEN»;51;Teatro y Escénicas
2024;Octubre;Conde Duque;La Tristura «renacimiento»;31;Teatro y Escénicas
2024;Octubre;Conde Duque;Lagartijas Tiradas Al Sol «centroamérica»;68;Teatro y Escénicas
2024;Octubre;Conde Duque;Montdedutor - Guillem De Palol/Jorge Dutor;5;Teatro y Escénicas
2024;Diciembre;Conde Duque;Pablo Remón «barbados en 2022»;53;Teatro y Escénicas
2024;Octubre;Conde Duque;Robin Fox «triptych»;24;Música y Conciertos
2024;Diciembre;Conde Duque;Trajal Harrell;37;Teatro y Escénicas
2024;Octubre;Conde Duque;Victoria Canal;22;Música y Conciertos
2024;Octubre;Conde Duque;Violeta Gil y Abraham Boba «antes De Que Tiréis Mis Cosas»;55;Teatro y Escénicas
2024;Noviembre;Fernán Gómez;ANTONIO LIZANA;65;Música y Conciertos
2024;Noviembre;Fernán Gómez;CHANO DOMÍNGUEZ TRÍO;77;Música y Conciertos
2024;Noviembre;Fernán Gómez;CHRISTIAN MCBRIDE;50;Música y Conciertos
2024;Septiembre;Fernán Gómez;Cigarreras;285;Teatro y Escénicas
2024;Octubre;Fernán Gómez;Cigarreras;392;Teatro y Escénicas
2024;Noviembre;Fernán Gómez;CREATIVA GRAND ENSEMBLE;4;Música y Conciertos
2024;Noviembre;Fernán Gómez;CROSSCURRENTS TRIO;64;Música y Conciertos
2024;Noviembre;Fernán Gómez;DEE DEE BRIDGEWATER;119;Música y Conciertos
2024;Noviembre;Fernán Gómez;EL MONTE DE LAS ÁNIMAS (HISTORIAS DE TERROR);418;Teatro y Escénicas
2024;Diciembre;Fernán Gómez;EL MONTE DE LAS ÁNIMAS (HISTORIAS DE TERROR);48;Teatro y Escénicas
2024;Noviembre;Fernán Gómez;ELIANE ELIAS;75;Música y Conciertos
2024;Noviembre;Fernán Gómez;KURT ROSENWINKEL TRIO;66;Música y Conciertos
2024;Noviembre;Fernán Gómez;LADY BLACKBIRD;60;Música y Conciertos
2024;Noviembre;Fernán Gómez;LAKECIA BENJAMIN;90;Música y Conciertos
2024;Septiembre;Fernán Gómez;Loba;30;Teatro y Escénicas
2024;Octubre;Fernán Gómez;Loba;264;Teatro y Escénicas
2024;Noviembre;Fernán Gómez;MARIA SCHNEIDER;54;Música y Conciertos
2024;Diciembre;Fernán Gómez;MÁS ALLÁ DEL PRINCIPITO;88;Teatro y Escénicas
2024;Noviembre;Fernán Gómez;New Orleans Gospel Choir;164;Música y Conciertos
2024;Diciembre;Fernán Gómez;Soweto Gospel Choir;160;Música y Conciertos
2024;Diciembre;Fernán Gómez;TESTIGO DE CARGO;131;Teatro y Escénicas
2024;Diciembre;Fernán Gómez;The Mississippi Mass Choir;95;Música y Conciertos
2024;Diciembre;Fernán Gómez;The South Carolina Gospel Choir;135;Música y Conciertos
2024;Julio;Nave 10;Guardianes Del Corazón De La Tierra;66;Teatro y Escénicas
2024;Noviembre;Nave 10;Jauría;79;Teatro y Escénicas
2024;Octubre;Nave 10;Juana De Arco;359;Teatro y Escénicas
2024;Noviembre;Nave 10;La Gramática;0;Teatro y Escénicas
2024;Diciembre;Nave 10;La Gramática;478;Teatro y Escénicas
2024;Octubre;Teatro Español;Bernice;45;Teatro y Escénicas
2024;Noviembre;Teatro Español;Bernice;309;Teatro y Escénicas
2024;Diciembre;Teatro Español;Bernice;48;Teatro y Escénicas
2024;Septiembre;Teatro Español;Carmen, Nada De Nadie;199;Teatro y Escénicas
2024;Octubre;Teatro Español;Carmen, Nada De Nadie;24;Teatro y Escénicas
2024;Noviembre;Teatro Español;Coloquios Glaspell // Ignacio García May + Noelia Hernando Real;3;Cultura General
2024;Noviembre;Teatro Español;Coloquios Glaspell // Paula Paz + Itziar Pascual;4;Cultura General
2024;Octubre;Teatro Español;Coloquios Valle-Inclán // José Ramón Fernández + Rocío Bello;11;Cultura General
2024;Julio;Teatro Español;El Fin;252;Teatro y Escénicas
2024;Diciembre;Teatro Español;El Niño Erizo;8;Teatro y Escénicas
2024;Noviembre;Teatro Español;La Lámpara Maravillosa;9;Teatro y Escénicas
2024;Octubre;Teatro Español;Luces De Bohemia;505;Teatro y Escénicas
2024;Noviembre;Teatro Español;Luces De Bohemia;162;Teatro y Escénicas
2024;Julio;Teatro Español;Lucha y Metamorfosis De Una Mujer;57;Teatro y Escénicas
2024;Julio;Teatro Español;Othelo (Termina Mal);125;Teatro y Escénicas
2024;Diciembre;Teatro Español;Soñando El Carnaval De Los Animales;26;Teatro y Escénicas
2024;Diciembre;Teatro Español;Viento Fuerte;72;Teatro y Escénicas
2025;Mayo;Actividades Culturales;A Orillas Del Cante;21;Teatro y Escénicas
2025;Mayo;Actividades Culturales;Dieciocho Cuerdas;22;Teatro y Escénicas
2025;Mayo;Actividades Culturales;Kintsugi;23;Teatro y Escénicas
2025;Mayo;Actividades Culturales;Con Acento XL: Chico Pérez & Sergio De Lope;24;Música y Conciertos
2025;Junio;Actividades Culturales;¡lorca!;56;Teatro y Escénicas
2025;Junio;Actividades Culturales;Los Magníficos;31;Teatro y Escénicas
2025;Febrero;Centro Danza Matadero;Chaillot Théâtre National De La Danse | Rachid Ouramdane;262;Cultura General
2025;Febrero;Centro Danza Matadero;IT Dansa;92;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Compañía Daniel Abreu - El Hijo;74;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Compañía Daniel Abreu - La Desnudez;81;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Compañía Daniel Abreu - VAV;75;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Compañía David Coria - ¡fandango!;83;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Compañía David Coria - Los Bailes Robados;151;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Käfig Companie - Mourad Merzouki;198;Teatro y Escénicas
2025;Marzo;Centro Danza Matadero;Kukai Dantza - Jesús Rubio;166;Teatro y Escénicas
2025;Abril;Centro Danza Matadero;Andrés Marín & Ana Morales;92;Teatro y Escénicas
2025;Abril;Centro Danza Matadero;ARACALADANZA;103;Infantil / Familiar
2025;Mayo;Centro Danza Matadero;Mal Pelo;114;Teatro y Escénicas
2025;Junio;Centro Danza Matadero;Farruquito;100;Teatro y Escénicas
2025;Junio;Centro Danza Matadero;Lucía Lacarra Ballet;157;Teatro y Escénicas
2025;Junio;Centro Danza Matadero;Magnificat;31;Teatro y Escénicas
2025;Enero;Cineteca;[on Set With] Lilly Reich;9;Cine y Audiovisual
2025;Enero;Cineteca;Almost a Miracle;6;Cine y Audiovisual
2025;Enero;Cineteca;Arquitectura Emocional 1959;48;Cine y Audiovisual
2025;Enero;Cineteca;Big Ears Listen with Feet;4;Cine y Audiovisual
2025;Enero;Cineteca;Bodegón Con Fantasmas;36;Cine y Audiovisual
2025;Enero;Cineteca;Der Traumhafte Weg;3;Cine y Audiovisual
2025;Enero;Cineteca;El Vecindario;6;Cine y Audiovisual
2025;Enero;Cineteca;Estudio De Modelos;25;Cine y Audiovisual
2025;Enero;Cineteca;From My Cold Dead Hands;24;Cine y Audiovisual
2025;Enero;Cineteca;Hormigas Perplejas;3;Cine y Audiovisual
2025;Enero;Cineteca;Koolhaas Houselife;13;Cine y Audiovisual
2025;Enero;Cineteca;La Sapienza;11;Cine y Audiovisual
2025;Enero;Cineteca;Las Hermanas Alemanas;6;Cine y Audiovisual
2025;Enero;Cineteca;Las Horas Del Verano;9;Cine y Audiovisual
2025;Enero;Cineteca;Las Novias Del Sur;35;Cine y Audiovisual
2025;Enero;Cineteca;Legend;2;Cine y Audiovisual
2025;Enero;Cineteca;Los Restos Del Pasar;48;Cine y Audiovisual
2025;Enero;Cineteca;Love is Hard for Otaku;9;Cine y Audiovisual
2025;Enero;Cineteca;Millennium Actress;45;Cine y Audiovisual
2025;Enero;Cineteca;Miocardio;17;Cine y Audiovisual
2025;Enero;Cineteca;Mitología De Barrio;69;Cine y Audiovisual
2025;Enero;Cineteca;New Madrid + La Casa De Julio Iglesias;13;Cine y Audiovisual
2025;Enero;Cineteca;Objeto De Estudio;13;Cine y Audiovisual
2025;Enero;Cineteca;Pecoross’ Mother and Her Days;3;Cine y Audiovisual
2025;Enero;Cineteca;Perfect Blue;42;Cine y Audiovisual
2025;Enero;Cineteca;Programa 1;28;Cine y Audiovisual
2025;Enero;Cineteca;Programa 2;29;Cine y Audiovisual
2025;Enero;Cineteca;Programa 3;26;Cine y Audiovisual
2025;Enero;Cineteca;Saturno;8;Cine y Audiovisual
2025;Enero;Cineteca;Synecdoche, New York;47;Cine y Audiovisual
2025;Enero;Cineteca;The Dawn of Kaiju Eiga;4;Cine y Audiovisual
2025;Enero;Cineteca;The Human Hibernation;27;Cine y Audiovisual
2025;Enero;Cineteca;The Sense of Tuning;7;Cine y Audiovisual
2025;Enero;Cineteca;Tokyo Ride;10;Cine y Audiovisual
2025;Enero;Cineteca;Tríptico;6;Cine y Audiovisual
2025;Enero;Cineteca;What Did You Eat Yesterday?;8;Cine y Audiovisual
2025;Febrero;Cineteca;Carlo Ginzburg, Tout M’intéresse Là-Bas;8;Cultura General
2025;Febrero;Cineteca;Cineastas Andaluzas: Pilar Távora;7;Cine y Audiovisual
2025;Febrero;Cineteca;Conferencia De Eurídice Cabañes + eXistenZ;24;Cultura General
2025;Febrero;Cineteca;Conferencia De Javier Gomá + El Sabor Del Té Verde Con Arroz;26;Cultura General
2025;Febrero;Cineteca;Conferencia De Victoria Cirlot + Una Habitación en La Ciudad;35;Cultura General
2025;Febrero;Cineteca;Cyborg Generation;34;Cine y Audiovisual
2025;Febrero;Cineteca;Dulcinea;6;Cine y Audiovisual
2025;Febrero;Cineteca;El Año Pasado en Marienbad;50;Cine y Audiovisual
2025;Febrero;Cineteca;El Arte De Los Analfabetos;12;Cine y Audiovisual
2025;Febrero;Cineteca;Georges Didi-Huberman – Douze Images Pour Le Meilleur et Pour Le Pire;27;Cultura General
2025;Febrero;Cineteca;Gertrud;37;Cine y Audiovisual
2025;Febrero;Cineteca;Jeanne Dielman, 23 Quai Du Commerce, 1080 Bruxelles;51;Cine y Audiovisual
2025;Febrero;Cineteca;Kaza-Hana;17;Cine y Audiovisual
2025;Febrero;Cineteca;La Americanización De Emily;5;Cine y Audiovisual
2025;Febrero;Cineteca;La Carmen;9;Cine y Audiovisual
2025;Febrero;Cineteca;La Jetée;28;Cine y Audiovisual
2025;Febrero;Cineteca;La Llegada;25;Cine y Audiovisual
2025;Febrero;Cineteca;La Marsellesa De Los Borrachos;4;Cine y Audiovisual
2025;Febrero;Cineteca;Las Manos en Los Bolsillos;29;Cine y Audiovisual
2025;Febrero;Cineteca;Los Niños Del Paraíso;25;Cine y Audiovisual
2025;Febrero;Cineteca;Los Últimos;3;Cine y Audiovisual
2025;Febrero;Cineteca;Love Hotel;27;Cine y Audiovisual
2025;Febrero;Cineteca;P. P. Rider;28;Cine y Audiovisual
2025;Febrero;Cineteca;Sailor Suit and Machine Gun;27;Cine y Audiovisual
2025;Febrero;Cineteca;Sesión De Cortometrajes De Don Hertzfeldt;24;Cine y Audiovisual
2025;Febrero;Cineteca;Shatter Belt;1;Cine y Audiovisual
2025;Febrero;Cineteca;Svetlana Alpers, Distance et Étrangeté;11;Cultura General
2025;Febrero;Cineteca;Tres Colores: Azul;49;Cine y Audiovisual
2025;Febrero;Cineteca;Tres Colores: Blanco;54;Cine y Audiovisual
2025;Febrero;Cineteca;Tres Colores: Rojo;51;Cine y Audiovisual
2025;Febrero;Cineteca;Typhoon Club;29;Cine y Audiovisual
2025;Febrero;Cineteca;Un Hombre De Verdad;15;Cine y Audiovisual
2025;Febrero;Cineteca;Victor Stoichita – L’image Super-Langage;5;Cultura General
2025;Marzo;Cineteca;Animalia;12;Cine y Audiovisual
2025;Marzo;Cineteca;Capítulo XIX: Música en El Tiempo (Escuchar La Duración);4;Cine y Audiovisual
2025;Marzo;Cineteca;Cézanne + Una Visita Al Louvre;23;Cine y Audiovisual
2025;Marzo;Cineteca;Daniela Forever;13;Cine y Audiovisual
2025;Marzo;Cineteca;El Caftán Azul;12;Cine y Audiovisual
2025;Marzo;Cineteca;El Gran Museo;5;Cine y Audiovisual
2025;Marzo;Cineteca;El Jurado;4;Cine y Audiovisual
2025;Marzo;Cineteca;El Reverso Del Placer;8;Cine y Audiovisual
2025;Marzo;Cineteca;El Vuelo Del Globo Rojo;16;Cine y Audiovisual
2025;Marzo;Cineteca;Entre Las Higueras;16;Cine y Audiovisual
2025;Marzo;Cineteca;Fatamorgana;1;Cine y Audiovisual
2025;Marzo;Cineteca;Here (Aquí);41;Cine y Audiovisual
2025;Marzo;Cineteca;Hija Del Volcán;7;Cine y Audiovisual
2025;Marzo;Cineteca;La Mejor Idea (Un Americano Con El Culo Al Aire);3;Cine y Audiovisual
2025;Marzo;Cineteca;La Restauración;6;Cine y Audiovisual
2025;Marzo;Cineteca;La Revolución De Las Musas;9;Cine y Audiovisual
2025;Marzo;Cineteca;Las Cuatro Hijas;20;Cine y Audiovisual
2025;Marzo;Cineteca;Los Flamencos;11;Cine y Audiovisual
2025;Marzo;Cineteca;Maria K + Fantasmagoría;9;Cine y Audiovisual
2025;Marzo;Cineteca;Maternidades Filmadas: El Parto en La Pantalla;9;Cine y Audiovisual
2025;Marzo;Cineteca;Mi Hermano Ali;9;Cine y Audiovisual
2025;Marzo;Cineteca;Mujeres Calvas;4;Cine y Audiovisual
2025;Marzo;Cineteca;Nothing Compares;20;Cine y Audiovisual
2025;Marzo;Cineteca;Papicha, Sueños De Libertad;8;Cine y Audiovisual
2025;Marzo;Cineteca;Paraules D'amor. Un Assaig Sobre Les Passions;12;Cine y Audiovisual
2025;Marzo;Cineteca;Perennial Light;10;Cine y Audiovisual
2025;Marzo;Cineteca;R.M.N.;5;Cine y Audiovisual
2025;Marzo;Cineteca;Sesión De Cortometrajes De Alain Resnais;18;Cine y Audiovisual
2025;Marzo;Cineteca;Sobreviure a L'incendi: El Documental De ZOO;12;Cine y Audiovisual
2025;Marzo;Cineteca;Ta Acorda Ba Tu El Filipinas?;5;Cine y Audiovisual
2025;Marzo;Cineteca;Temas, Variaciones, Continuidades: El Cine De Germaine Dulac y Marcelle Thirache;18;Cine y Audiovisual
2025;Marzo;Cineteca;Tierra Baja;8;Cine y Audiovisual
2025;Marzo;Cineteca;Un Baño Propio;17;Cine y Audiovisual
2025;Marzo;Cineteca;Vermiglio;7;Cine y Audiovisual
2025;Marzo;Cineteca;Videoartistas Contemporáneas: Susana De Sousa Dias;6;Cine y Audiovisual
2025;Marzo;Cineteca;Volver a Empezar;5;Cine y Audiovisual
2025;Abril;Cineteca;¡caigan Las Rosas Blancas!;31;Cine y Audiovisual
2025;Abril;Cineteca;Ana Esteve, Cielo Azul Artificial;5;Cine y Audiovisual
2025;Abril;Cineteca;Atención a Esa Prostituta Tan Querida;21;Cine y Audiovisual
2025;Abril;Cineteca;Bajo Una Lluvia Ajena;2;Cine y Audiovisual
2025;Abril;Cineteca;Capítulo XX: Veinte Años De in-SONORA (y De Artistas Convocados en Madrid);2;Cine y Audiovisual
2025;Abril;Cineteca;Caroline Avery: Filmar Con Las Manos, Pintar Con Los Ojos;23;Cine y Audiovisual
2025;Abril;Cineteca;Chaplin. Espíritu Gitano;4;Cine y Audiovisual
2025;Abril;Cineteca;Código Marcos;6;Cine y Audiovisual
2025;Abril;Cineteca;Daniela Forever;10;Cine y Audiovisual
2025;Abril;Cineteca;Effi Briest;14;Cine y Audiovisual
2025;Abril;Cineteca;El Amor Es Más Frío Que La Muerte;27;Cine y Audiovisual
2025;Abril;Cineteca;El Asado De Satán;22;Cine y Audiovisual
2025;Abril;Cineteca;El Día De La Bestia;15;Cine y Audiovisual
2025;Abril;Cineteca;El Retablo De Las Maravillas. Apuntes Para Una Película Sobre El Quijote;3;Cine y Audiovisual
2025;Abril;Cineteca;Fausto;25;Cine y Audiovisual
2025;Abril;Cineteca;Gran Redada Gitana;4;Cine y Audiovisual
2025;Abril;Cineteca;Inés, Hermana Mía + Fiesta Gitana Con Los Pinini;7;Cine y Audiovisual
2025;Abril;Cineteca;Itoiz Udako Sesioak;1;Cine y Audiovisual
2025;Abril;Cineteca;Jacques Léonard, El Payo Chac;1;Cine y Audiovisual
2025;Abril;Cineteca;Katzelmacher;18;Cine y Audiovisual
2025;Abril;Cineteca;La Noche Del Ejecutor;5;Cine y Audiovisual
2025;Abril;Cineteca;Llámame Paul;2;Cine y Audiovisual
2025;Abril;Cineteca;Lola;38;Cine y Audiovisual
2025;Abril;Cineteca;Métamorphoses;5;Cine y Audiovisual
2025;Abril;Cineteca;Mi Hermano Ali;4;Cine y Audiovisual
2025;Abril;Cineteca;Miocardio;17;Cine y Audiovisual
2025;Abril;Cineteca;Misericordia;13;Cine y Audiovisual
2025;Abril;Cineteca;Onirica: Field of Dogs;7;Cine y Audiovisual
2025;Abril;Cineteca;Pickpocket;14;Cine y Audiovisual
2025;Abril;Cineteca;Querelle;49;Cine y Audiovisual
2025;Abril;Cineteca;Réplica;6;Cine y Audiovisual
2025;Abril;Cineteca;Romnia: Matar El Mito De Carmen;6;Cine y Audiovisual
2025;Abril;Cineteca;The Birthday 4k;16;Cine y Audiovisual
2025;Abril;Cineteca;Todos Nos Llamamos Alí;12;Cine y Audiovisual
2025;Abril;Cineteca;Un Hombre Libre;20;Cine y Audiovisual
2025;Abril;Cineteca;Vermiglio;12;Cine y Audiovisual
2025;Abril;Cineteca;Vida en Pausa;17;Cine y Audiovisual
2025;Mayo;Cineteca;2073;12;Cine y Audiovisual
2025;Mayo;Cineteca;¡ya México No Existirá Más!;20;Cine y Audiovisual
2025;Mayo;Cineteca;¿quién Teme a Emma Cohen? Arqueología De Una Cineasta;9;Cine y Audiovisual
2025;Mayo;Cineteca;7 Promenades Avec Mark Brown;13;Cine y Audiovisual
2025;Mayo;Cineteca;A Fidai Film;18;Cine y Audiovisual
2025;Mayo;Cineteca;A.K. (Akira Kurosawa);19;Cine y Audiovisual
2025;Mayo;Cineteca;Abel Jaramillo. La Imagen Ardiente;4;Cine y Audiovisual
2025;Mayo;Cineteca;Another Other + Sixty-Seven Milliseconds + the Diary of a Sky;10;Cine y Audiovisual
2025;Mayo;Cineteca;Arquitectura en Movimiento. El Archivo Filmado De Ricardo Bofill;6;Cine y Audiovisual
2025;Mayo;Cineteca;Billete De Ida (Sesión De Cortometrajes);27;Cine y Audiovisual
2025;Mayo;Cineteca;Canone Effimero;9;Cine y Audiovisual
2025;Mayo;Cineteca;Capitolio vs. Capitolio;12;Cine y Audiovisual
2025;Mayo;Cineteca;Capítulo XXI: Itinerarios Del Sonido I (Escuchas en El Espacio Público);3;Cine y Audiovisual
2025;Mayo;Cineteca;Carta Desde Siberia;19;Cine y Audiovisual
2025;Mayo;Cineteca;Cenizas y Diamantes, La Película De Don Cornelio y La Zona;1;Cine y Audiovisual
2025;Mayo;Cineteca;Cortometrajes De Chris Marker (II): Arqueología Del Futuro;19;Cine y Audiovisual
2025;Mayo;Cineteca;Dunia, Kiss Me not on the Eyes;9;Cine y Audiovisual
2025;Mayo;Cineteca;Ernest Cole: Lost and Found;10;Cine y Audiovisual
2025;Mayo;Cineteca;Errotatiba + Recuerdos Para El Que Por Mí Pregunte + Las Territorias;10;Cine y Audiovisual
2025;Mayo;Cineteca;Gestos Fílmicos, Un Film Colectivo De LAV;5;Cine y Audiovisual
2025;Mayo;Cineteca;Gloria Fuertes;6;Cine y Audiovisual
2025;Mayo;Cineteca;Hombres Íntegros;8;Cine y Audiovisual
2025;Mayo;Cineteca;Il Était Une Fois Beyrouth, Histoire D'une Star;7;Cine y Audiovisual
2025;Mayo;Cineteca;Iran, l'Utopie en Marche;10;Cine y Audiovisual
2025;Mayo;Cineteca;John Lilly and the Earth Coincidence Control Office;12;Cine y Audiovisual
2025;Mayo;Cineteca;Kukuaren Kanta + Cambium;2;Cine y Audiovisual
2025;Mayo;Cineteca;La Niña De La Cabra;11;Cine y Audiovisual
2025;Mayo;Cineteca;La Soledad Del Cantante De Fondo;12;Cine y Audiovisual
2025;Mayo;Cineteca;Le Sahara N'est Pas à Vendre;7;Cine y Audiovisual
2025;Mayo;Cineteca;Lettre De Beyrouth (Trilogía De La Guerra II);8;Cine y Audiovisual
2025;Mayo;Cineteca;Level Five;22;Cine y Audiovisual
2025;Mayo;Cineteca;Locas Del Ático + La Casa y El Ternero;12;Cine y Audiovisual
2025;Mayo;Cineteca;Michel Nedjar & Jakobois: La Cámara, Ese Órgano Vital Del Deseo;26;Cine y Audiovisual
2025;Mayo;Cineteca;Monólogo Colectivo;10;Cine y Audiovisual
2025;Mayo;Cineteca;Negro Limbo;4;Cine y Audiovisual
2025;Mayo;Cineteca;No Verás Sus Cuerpos Enterrados en La Arena;13;Cine y Audiovisual
2025;Mayo;Cineteca;Retratos De Fuego y Exilio (Sesión De Cortometrajes);15;Cine y Audiovisual
2025;Mayo;Cineteca;Sans Soleil;53;Cine y Audiovisual
2025;Mayo;Cineteca;The End;21;Cine y Audiovisual
2025;Mayo;Cineteca;The Host;12;Cine y Audiovisual
2025;Mayo;Cineteca;The Iron Ministry;17;Cine y Audiovisual
2025;Mayo;Cineteca;Todo Documento De Civilización;6;Cine y Audiovisual
2025;Mayo;Cineteca;Trilogía De La Guerra (I);15;Cine y Audiovisual
2025;Mayo;Cineteca;Un Dragón De Cien Cabezas + Deuses De Pedra;18;Cine y Audiovisual
2025;Mayo;Cineteca;Vestida De Azul;30;Cine y Audiovisual
2025;Junio;Cineteca;¡olvídate De Mí!;50;Cine y Audiovisual
2025;Junio;Cineteca;¿qué Puedo Hacer Yo Para Mejorar Esto?;19;Cine y Audiovisual
2025;Junio;Cineteca;Calles De Fuego;11;Cine y Audiovisual
2025;Junio;Cineteca;Canciones De Verano;7;Cine y Audiovisual
2025;Junio;Cineteca;Capítulo XXII: Itinerarios Del Sonido II (Más Escuchas a La Espera Del Autobús);3;Cine y Audiovisual
2025;Junio;Cineteca;Casa De Tolerancia;27;Cine y Audiovisual
2025;Junio;Cineteca;Cortos Palestinos;20;Cine y Audiovisual
2025;Junio;Cineteca;Costa Brava;17;Cine y Audiovisual
2025;Junio;Cineteca;El Banquete De Boda;13;Cine y Audiovisual
2025;Junio;Cineteca;Epilogues;2;Cine y Audiovisual
2025;Junio;Cineteca;Esta Ciudad Es Mágica (Sesión 1);8;Cine y Audiovisual
2025;Junio;Cineteca;Fito Conesa, Óxido Bemol;1;Cine y Audiovisual
2025;Junio;Cineteca;Habitar La Cultura;21;Cine y Audiovisual
2025;Junio;Cineteca;Hanami;4;Cine y Audiovisual
2025;Junio;Cineteca;Happy Together;49;Cine y Audiovisual
2025;Junio;Cineteca;Heinz Emigholz: Vibraciones:x:atracciones:x:explosiones;8;Cine y Audiovisual
2025;Junio;Cineteca;Horia;3;Cine y Audiovisual
2025;Junio;Cineteca;Jone, Batzuetan;29;Cine y Audiovisual
2025;Junio;Cineteca;La Ley Del Deseo;24;Cine y Audiovisual
2025;Junio;Cineteca;La Ternura De Los Lobos;11;Cine y Audiovisual
2025;Junio;Cineteca;Las Consecuencias De La Nostalgia;25;Cine y Audiovisual
