Año;Mes;Organismo;Evento;Entradas;Clasificación
2019;Mayo;Fernán Gómez;FFM. ANTONIA;40;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. CHONI CÍA FLAMENCA: La Gloria De Mi Mare;51;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. CONCHA VARGAS & QUENTIN GAS - TOMÁS PERRALTE & A. LAGOS;144;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. CONTRASTES. M. Franco, El Purili y M. De La Tomasa;111;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. CRISTINA HALL Y ÁLVARO RAMÍREZ;41;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. DAVID PIELFORT. La Isla De Camarón.;40;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. EL CABRERO;0;Documental
2019;Mayo;Fernán Gómez;FFM. FALO: El Cante en Movimiento;85;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. LA FABI: Fruto y Flores / JOSÉ  DE LA TOMASA: Añejo;170;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. LEONOR LEAL Y ANTONIO MORENO. en Talleres.;52;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. LOLE MONTOYA;170;Cultura General
2019;Mayo;Fernán Gómez;FFM. LOS PLANETAS: Formato Acústico;34;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. LOS VOLUBLE;40;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. MARIO MAS Y JAVIER MÁS: A Los Toques Barbero;27;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. P.SOLER, B. ACHIARY, J.TORRES Y R. GUZMÁN;89;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. RAMIRO MORALES;40;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. RÁUL CANTIZANO;40;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. Refree & Isaki Lacuesta: La Otra Mitad/Entre Dos Aguas;170;Música y Conciertos
2019;Mayo;Fernán Gómez;FFM. TOMASITO: El Sitio De Tomasito;170;Cine y Audiovisual
2019;Mayo;Fernán Gómez;FMAM. CONCERTO1700;110;Música y Conciertos
2019;Mayo;Fernán Gómez;FMAM. LA HISPANIOLA MUSIC;81;Música y Conciertos
2019;Mayo;Fernán Gómez;FMAM. LA RITIRATA;136;Música y Conciertos
2019;Mayo;Fernán Gómez;FMAM. LA SPAGNA;100;Música y Conciertos
2019;Mayo;Fernán Gómez;FMAM. LA TEMPESTAD;107;Música y Conciertos
2019;Junio;Fernán Gómez;AMM-  MY DARLING CLEMENTINE;26;Música y Conciertos
2019;Junio;Fernán Gómez;AMM-  SCOTT H. BIRAM;41;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- CLUB DEL RÍO;170;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- ELSANTO;22;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- FRANK TURNER & the SLEEPING SOULS;114;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- KITTY DAISY & LEWIS;138;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- PHOSPHORESCENT;123;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- STEVE FORBERT;129;Música y Conciertos
2019;Junio;Fernán Gómez;AMM- SUZANNE VEGA;145;Música y Conciertos
2019;Junio;Fernán Gómez;MMM19. Fatoumata Diawara;170;Música y Conciertos
2019;Junio;Fernán Gómez;MMM19. Kroke;55;Música y Conciertos
2019;Junio;Fernán Gómez;MMM19. Trío Da Kali & Madrid String Quartet;91;Música y Conciertos
2019;Junio;Fernán Gómez;MMM19. Vinicio Capossela;74;Música y Conciertos
2019;Junio;Fernán Gómez;MMM19. Yungchen Lhamo;109;Música y Conciertos
2019;Enero;Naves Matadero;Burn Time;45;Teatro y Escénicas
2019;Enero;Naves Matadero;Los Años De La Fertilidad;130;Teatro y Escénicas
2019;Febrero;Naves Matadero;Carmen - Shakespeare: El Último Acto, Ese De La Muerte;224;Teatro y Escénicas
2019;Febrero;Naves Matadero;Deep Dish. the Perfect Garden;168;Teatro y Escénicas
2019;Febrero;Naves Matadero;Islas Atlánticas;65;Teatro y Escénicas
2019;Febrero;Naves Matadero;Tierras Del  Sud;65;Teatro y Escénicas
2019;Marzo;Naves Matadero;And so you See...;95;Teatro y Escénicas
2019;Marzo;Naves Matadero;Dios Tiene Vagina (Díptico Por La Identidad - Parte I);107;Teatro y Escénicas
2019;Marzo;Naves Matadero;Gatillo De La Felicidad;61;Teatro y Escénicas
2019;Marzo;Naves Matadero;O Nascimento De Vênus.;61;Teatro y Escénicas
2019;Marzo;Naves Matadero;One Hour with Robyn;23;Teatro y Escénicas
2019;Abril;Naves Matadero;Robota MML;53;Teatro y Escénicas
2019;Abril;Naves Matadero;Trasunto #2;61;Teatro y Escénicas
2019;Abril;Naves Matadero;Von Mit Nach T: No 2;174;Teatro y Escénicas
2019;Mayo;Naves Matadero;Corps Noir - Stéphane Gladyszewski;17;Teatro y Escénicas
2019;Mayo;Naves Matadero;Fan Naves;209;Cultura General
2019;Mayo;Naves Matadero;Tacit Group;130;Teatro y Escénicas
2019;Junio;Naves Matadero;Circo Interior Bruto;24;Infantil / Familiar
2019;Junio;Naves Matadero;Corps Noir - Stéphane Gladyszewski;16;Teatro y Escénicas
2019;Junio;Naves Matadero;Liniker e Os Caramelows;96;Música y Conciertos
2019;Junio;Naves Matadero;The Filthiest Cabaret Alive - Marta Izquierdo y La Dalia;18;Teatro y Escénicas
2019;Enero;Circo Price;Circo Price en Navidad;67;Infantil / Familiar
2019;Febrero;Circo Price;FM. Conferencias Mágicas;23;Infantil / Familiar
2019;Febrero;Circo Price;FM. Gala Internacional De Magia De Escena;1904;Infantil / Familiar
2019;Marzo;Circo Price;FM. Conferencias Mágicas;22;Infantil / Familiar
2019;Marzo;Circo Price;FM. Gala Internacional De Magia De Escena;1110;Infantil / Familiar
2019;Marzo;Circo Price;Humans;500;Teatro y Escénicas
2019;Marzo;Circo Price;Ramper, Vida y Muerte De Un Payaso;85;Teatro y Escénicas
2019;Marzo;Circo Price;Speakeasy;150;Teatro y Escénicas
2019;Abril;Circo Price;All the Fun;150;Infantil / Familiar
2019;Abril;Circo Price;Gran Gala De Circo Internacional - EUCIMA 2019;300;Infantil / Familiar
2019;Mayo;Circo Price;Miss Mara. Quien Se Reserva No Es Artista;250;Teatro y Escénicas
2019;Mayo;Circo Price;Myres;120;Infantil / Familiar
2019;Mayo;Circo Price;Pinito, Sombras De Un Trapecio;125;Teatro y Escénicas
2019;Junio;Circo Price;Ubuntu!!!  Todos Somos Uno!;99;Infantil / Familiar
2019;Enero;Teatro Español;El Sueño De La Vida;2201;Teatro y Escénicas
2019;Enero;Teatro Español;Los Otros Gondra (Relato Vasco);347;Teatro y Escénicas
2019;Febrero;Teatro Español;El Sueño De La Vida;949;Teatro y Escénicas
2019;Febrero;Teatro Español;Los Otros Gondra (Relato Vasco);95;Teatro y Escénicas
2019;Marzo;Teatro Español;Je Suis Narcissiste;190;Teatro y Escénicas
2019;Marzo;Teatro Español;Mi Niña, Niña Mía;480;Teatro y Escénicas
2019;Marzo;Teatro Español;Mrs. Dalloway;115;Teatro y Escénicas
2019;Abril;Teatro Español;La Sección;52;Teatro y Escénicas
2019;Abril;Teatro Español;Mi Niña, Niña Mía;67;Teatro y Escénicas
2019;Abril;Teatro Español;Mi Película Italiana;88;Teatro y Escénicas
2019;Abril;Teatro Español;Mrs. Dalloway;1913;Teatro y Escénicas
2019;Mayo;Teatro Español;El Desguace De Las Musas;1026;Teatro y Escénicas
2019;Mayo;Teatro Español;Estado Vegetal;26;Teatro y Escénicas
2019;Mayo;Teatro Español;L' Homme De La Mancha;450;Teatro y Escénicas
2019;Mayo;Teatro Español;Mi Película Italiana;302;Teatro y Escénicas
2019;Mayo;Teatro Español;Mrs. Dalloway;132;Teatro y Escénicas
2019;Mayo;Teatro Español;TD - Primera Semifinal;24;Teatro y Escénicas
2019;Mayo;Teatro Español;TD - Roberto Santiago vs. Avelina Pérez;24;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - A Reason to Talk;25;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - All Genius all Idiot;45;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - Control Freak;45;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - Ellen / Laurie / Pauline;8;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - Frágil;45;Teatro y Escénicas
2019;Junio;Teatro Español;CZ - Masa;50;Teatro y Escénicas
2019;Junio;Teatro Español;El Desguace De Las Musas;474;Teatro y Escénicas
2019;Junio;Teatro Español;Estado Vegetal;50;Teatro y Escénicas
2019;Junio;Teatro Español;Hay Que Tirar Las Vacas Por El Barranco;26;Teatro y Escénicas
2019;Junio;Teatro Español;Los Bancos Regalan Sandwicheras  y Chorizos;208;Teatro y Escénicas
2019;Julio;Cineteca;¡cielo, Ahí Voy!: The Astronomer's Dream / Le Voyage [etc];15;Cine y Audiovisual
2019;Julio;Cineteca;Ana Vaz: Ar: Terra Nulus;16;Cine y Audiovisual
2019;Julio;Cineteca;Ana Vaz: Fogo: Is this What you Were Born For?;14;Cine y Audiovisual
2019;Julio;Cineteca;Ayla: Hija De La Guerra;24;Cine y Audiovisual
2019;Julio;Cineteca;Cine Letrista. Closed Vision;1;Cine y Audiovisual
2019;Julio;Cineteca;Coincoin Et Les Z'inhumains;8;Cine y Audiovisual
2019;Julio;Cineteca;Cómprame Un Revólver;45;Cine y Audiovisual
2019;Julio;Cineteca;Danzantes;33;Cine y Audiovisual
2019;Julio;Cineteca;El Alma en Suspenso: Somnium/ the Yellow Bank/ Nightswimming;12;Cine y Audiovisual
2019;Julio;Cineteca;El Eclipse;38;Cine y Audiovisual
2019;Julio;Cineteca;El Pequeño Quinquín;16;Cine y Audiovisual
2019;Julio;Cineteca;El Vampiro Chino De Usera;14;Cine y Audiovisual
2019;Julio;Cineteca;En El Espacio Interior: Impressions en Haute Atmosphère[...];14;Cine y Audiovisual
2019;Julio;Cineteca;Farpões Baldios / O Pão;10;Cine y Audiovisual
2019;Julio;Cineteca;Franco Ha Muerto: El Esqueleto + ...;12;Documental
2019;Julio;Cineteca;Franco Ha Muerto: Hoy Toca Lección De Historia / Digamos...;11;Documental
2019;Julio;Cineteca;Franco Ha Muerto: Valor Facial;17;Documental
2019;Julio;Cineteca;Hadewijch;8;Cine y Audiovisual
2019;Julio;Cineteca;Hamada;48;Documental
2019;Julio;Cineteca;Jeannette;24;Cine y Audiovisual
2019;Julio;Cineteca;L’Humanité;41;Cine y Audiovisual
2019;Julio;Cineteca;La Alta Sociedad;8;Cine y Audiovisual
2019;Julio;Cineteca;La Mujer en La Luna;13;Cine y Audiovisual
2019;Julio;Cineteca;La Vida De Jesús;11;Cine y Audiovisual
2019;Julio;Cineteca;Me Llamo Violeta;42;Documental
2019;Julio;Cineteca;Moonland / L. Cohen;14;Cine y Audiovisual
2019;Julio;Cineteca;Nude on the Moon;21;Cine y Audiovisual
2019;Julio;Cineteca;Ojos Negros;22;Cine y Audiovisual
2019;Julio;Cineteca;Satan & Adam;8;Documental
2019;Julio;Cineteca;Selfie;47;Cine y Audiovisual
2019;Julio;Cineteca;Terra Franca;11;Cine y Audiovisual
2019;Julio;Cineteca;The Bill Murray Stories;31;Cine y Audiovisual
2019;Julio;Cineteca;Venus. Confesiones Desnudas;54;Cine y Audiovisual
2019;Julio;Cineteca;What you Gonna Do when the World's on Fire?;47;Cine y Audiovisual
2019;Agosto;Cineteca;Sin Eventos;0;Cultura General
2019;Septiembre;Cineteca;AN - Competición Internacional De Cortometrajes 1;30;Cine y Audiovisual
2019;Septiembre;Cineteca;AN - Comportamiento Animal. Fábulas Modernas;54;Cine y Audiovisual
2019;Septiembre;Cineteca;AN - Conferencia: Así Hicimos Buñuel en El Laberinto De Las;30;Cultura General
2019;Septiembre;Cineteca;AN - Conferencia: Romper El Código. Nikita Diakur;15;Cultura General
2019;Septiembre;Cineteca;AN - Largometrajes Internacionales: Funan;31;Cine y Audiovisual
2019;Septiembre;Cineteca;Aquarela;24;Cine y Audiovisual
2019;Septiembre;Cineteca;Cielo Líquido;60;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Acantilado;23;Documental
2019;Septiembre;Cineteca;DBW - El Silencio De Otros;54;Documental
2019;Septiembre;Cineteca;DBW - Most Beautiful Island;7;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Sesión De Cortos 1;49;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Sesión De Cortos 2;30;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Sesión De Cortos 3;26;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Sesión De Cortos 4;39;Cine y Audiovisual
2019;Septiembre;Cineteca;DBW - Singled Out;35;Documental
2019;Septiembre;Cineteca;El Extraordinario Viaje De Celeste García;18;Cine y Audiovisual
2019;Septiembre;Cineteca;El Recuperador;21;Cine y Audiovisual
2019;Septiembre;Cineteca;Encuentros en La Tercera Fase;55;Cine y Audiovisual
2019;Septiembre;Cineteca;Fishtank;14;Cine y Audiovisual
2019;Septiembre;Cineteca;Jinpa;18;Cine y Audiovisual
2019;Septiembre;Cineteca;La Flor (1ª Parte);22;Cine y Audiovisual
2019;Septiembre;Cineteca;La Invasión De Los Ladrones De Cuerpos;35;Cine y Audiovisual
2019;Septiembre;Cineteca;La Invasión De Los Ultracuerpos;40;Cine y Audiovisual
2019;Septiembre;Cineteca;La Llegada;108;Cine y Audiovisual
2019;Septiembre;Cineteca;La Virgen De Agosto;82;Cine y Audiovisual
2019;Septiembre;Cineteca;Liquid Sky Revisited;24;Cine y Audiovisual
2019;Septiembre;Cineteca;Mal Gusto (Bad Taste);4;Cine y Audiovisual
2019;Septiembre;Cineteca;Oscuro Animal;17;Cine y Audiovisual
2019;Septiembre;Cineteca;Paul;22;Cine y Audiovisual
2019;Septiembre;Cineteca;Ray & Liz;89;Cine y Audiovisual
2019;Septiembre;Cineteca;Revoluçao Industrial;10;Cine y Audiovisual
2019;Septiembre;Cineteca;Serás Hombre;93;Cine y Audiovisual
2019;Septiembre;Cineteca;Slimane;30;Cine y Audiovisual
2019;Septiembre;Cineteca;The Wild Blue Yonder;19;Cine y Audiovisual
2019;Septiembre;Cineteca;Ufo in Her Eyes;14;Cine y Audiovisual
2019;Septiembre;Cineteca;Womanhood;54;Cine y Audiovisual
2019;Octubre;Cineteca;AWFF 2019:  Island of the Hungry Ghosts;22;Documental
2019;Octubre;Cineteca;AWFF 2019:  the Village and the Wildfire;2;Documental
2019;Octubre;Cineteca;AWFF 2019: A Modern Sheperdess;12;Documental
2019;Octubre;Cineteca;AWFF 2019: Breathless;7;Documental
2019;Octubre;Cineteca;AWFF 2019: Ghost Fleet;24;Documental
2019;Octubre;Cineteca;AWFF 2019: Sección Nacional De Cortos. Rueda Por El Cambio;0;Documental
2019;Octubre;Cineteca;AWFF 2019: The Chocolate Case;13;Documental
2019;Octubre;Cineteca;AWFF 2019: Welcome to Sodom;40;Documental
2019;Octubre;Cineteca;AWFF 2019: When Tomatoes Meet Wagner;17;Documental
2019;Octubre;Cineteca;Danzantes;96;Cine y Audiovisual
2019;Octubre;Cineteca;LGC19 - Scream, Queen: My Nightmare on Elm Street;24;Cine y Audiovisual
2019;Octubre;Cineteca;LGC19 - Temblores (Tremors);12;Cine y Audiovisual
2019;Octubre;Cineteca;LGC19 - The Ground Beneath My Feet;26;Cine y Audiovisual
2019;Octubre;Cineteca;Lina Rodríguez: Ante Mis Ojos/Mañana a Esta Hora;30;Cine y Audiovisual
2019;Octubre;Cineteca;Lina Rodriguez: Convergencias y Reencuentros/Señoritas;30;Cine y Audiovisual
2019;Octubre;Cineteca;Malvalanda 13 Años en Corto;29;Cine y Audiovisual
2019;Octubre;Cineteca;Push;52;Cine y Audiovisual
2019;Octubre;Cineteca;Santuario;72;Cine y Audiovisual
2019;Octubre;Cineteca;Sobrenatural;18;Cine y Audiovisual
2019;Octubre;Cineteca;Varados;88;Cine y Audiovisual
2019;Noviembre;Cineteca;9fm - Glittering Misfits;39;Cine y Audiovisual
2019;Noviembre;Cineteca;9fm - Les Perseides;30;Cine y Audiovisual
2019;Noviembre;Cineteca;9fm - Longa Noite;40;Cine y Audiovisual
2019;Noviembre;Cineteca;9fm - Sanctorum;19;Cine y Audiovisual
2019;Noviembre;Cineteca;9fm -Jesus Shows you the Way to the Highway;44;Cine y Audiovisual
2019;Noviembre;Cineteca;Delphine et Carole, Insoumuses;49;Documental
2019;Noviembre;Cineteca;El Cuadro;54;Cine y Audiovisual
2019;Noviembre;Cineteca;El Hombre Que Diseñó España;48;Cine y Audiovisual
2019;Noviembre;Cineteca;Foco Paul Morrissey: Paul & the Velvet;14;Cine y Audiovisual
2019;Noviembre;Cineteca;La Holandesa;11;Teatro y Escénicas
2019;Noviembre;Cineteca;Letters to Paul Morrissey;41;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - A Rosa Azul De Novalis;13;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Cortos Dirigidos Por Mujeres;24;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Cortos Vanguardia;13;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Invisible Women + All We've Got;13;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Lemebel;24;Documental
2019;Noviembre;Cineteca;LGC19 - LesGaiCineEspaña I - Cortometrajes Nacionales;44;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Memorias Reveladas / Resistencia Trans;24;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Miss Amazonas;13;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Sal y Pimienta;59;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Temblores (Tremors);44;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Un Rubio (Premio Honorífico Marco Berger);44;Cine y Audiovisual
2019;Noviembre;Cineteca;LGC19 - Unsetled: Seeking Refuge in America;26;Documental
2019;Noviembre;Cineteca;LGC19 - Zen Sul Ghiaccio Sottile;37;Cine y Audiovisual
2019;Noviembre;Cineteca;Lo Que Walaa Quiere;30;Documental
2019;Noviembre;Cineteca;Normal;44;Teatro y Escénicas
2019;Noviembre;Cineteca;Picotazos Contra El Cristal;14;Cine y Audiovisual
2019;Noviembre;Cineteca;Progressio: Festivales Clase Magistral Con Eva Pérez;24;Cultura General
2019;Noviembre;Cineteca;Progressio: Thomas Heise: Heimat is a Space in Time;13;Documental
2019;Noviembre;Cineteca;Progressio: Women Make Film. 1ª Parte;54;Documental
2019;Noviembre;Cineteca;RZM19 -  Encandilan Luces, Viaje Psicotrópico Con Los Síqui;21;Documental
2019;Noviembre;Cineteca;RZM19 -  Oscuro y Lucientes;13;Cine y Audiovisual
2019;Noviembre;Cineteca;RZM19 -  the Sound of Silence;44;Cine y Audiovisual
2019;Noviembre;Cineteca;RZM19 - Ara Malikian. Una Vida Entre Las Cuerdas;44;Documental
2019;Noviembre;Cineteca;RZM19 - Asamblea;32;Cine y Audiovisual
2019;Noviembre;Cineteca;RZM19 - Doble Yo;13;Cine y Audiovisual
2019;Noviembre;Cineteca;RZM19 - El Cuarto Reino;13;Documental
2019;Noviembre;Cineteca;RZM19 - El Escritor De Una País Sin Librerías;3;Documental
2019;Noviembre;Cineteca;RZM19 - La Ciudad Oculta;43;Documental
2019;Noviembre;Cineteca;RZM19 - Nancy;34;Cine y Audiovisual
2019;Noviembre;Cineteca;RZM19 - Ronco Rumor Remoto;2;Cine y Audiovisual
2019;Noviembre;Cineteca;Sad Song;17;Cine y Audiovisual
2019;Noviembre;Cineteca;Thinking Like a Mountain;13;Documental
2019;Noviembre;Cineteca;Thirst;16;Cine y Audiovisual
2019;Noviembre;Cineteca;Thirty;13;Cine y Audiovisual
2019;Noviembre;Cineteca;Thomas Heise: Material;11;Documental
2019;Noviembre;Cineteca;Un Año Más;27;Teatro y Escénicas
2019;Noviembre;Cineteca;Women Make Film. 1ª Parte;30;Documental
2019;Noviembre;Cineteca;Women Make Film. 2ª Parte;9;Documental
2019;Noviembre;Cineteca;Women Make Film. 3ª Parte;30;Documental
2019;Noviembre;Cineteca;Women Make Film. 4ª Parte;19;Documental
2019;Diciembre;Cineteca;Arraianos;26;Cine y Audiovisual
2019;Diciembre;Cineteca;Bajo El Peso De La Ley;30;Cine y Audiovisual
2019;Diciembre;Cineteca;Café y Cigarrillos;49;Cine y Audiovisual
2019;Diciembre;Cineteca;Corazonada;30;Cine y Audiovisual
2019;Diciembre;Cineteca;Drácula De Bram Stoker;54;Cine y Audiovisual
2019;Diciembre;Cineteca;El Precio Del Progreso;14;Cine y Audiovisual
2019;Diciembre;Cineteca;Eyes Wide Shut;96;Cine y Audiovisual
2019;Diciembre;Cineteca;Grupo Salvaje;30;Cine y Audiovisual
2019;Diciembre;Cineteca;La Flor (1ª Parte);14;Cine y Audiovisual
2019;Diciembre;Cineteca;La Ley De La Calle;20;Cine y Audiovisual
2019;Diciembre;Cineteca;Llora Cuando Te Pase / Border Radio;8;Cine y Audiovisual
2019;Diciembre;Cineteca;Love Me not;28;Cine y Audiovisual
2019;Diciembre;Cineteca;Mistery Train;30;Cine y Audiovisual
2019;Diciembre;Cineteca;Noche en La Tierra;50;Cine y Audiovisual
2019;Diciembre;Cineteca;Peckinpah Suite;11;Cine y Audiovisual
2019;Diciembre;Cineteca;Pic-Nic;18;Cine y Audiovisual
2019;Diciembre;Cineteca;Pop Pop;2;Cine y Audiovisual
2019;Diciembre;Cineteca;Resonating Surface;23;Cine y Audiovisual
2019;Diciembre;Cineteca;Smoke;38;Cine y Audiovisual
2019;Diciembre;Cineteca;The Rise of the Synths;61;Documental
2019;Diciembre;Cineteca;Vivir Para Vivir / Easy Rider;25;Cine y Audiovisual
2019;Diciembre;Cineteca;When Tomatoes Met Wagner;31;Documental
2019;Diciembre;Cineteca;Y Tú ¿por Qué Eres Negro?;8;Documental
2019;Diciembre;Cineteca;Zauriak;14;Cine y Audiovisual
2019;Julio;Conde Duque;Sin Eventos;0;Cultura General
2019;Agosto;Conde Duque;Sin Eventos;0;Cultura General
2019;Septiembre;Conde Duque;Desde Las Alturas;11;Cine y Audiovisual
2019;Septiembre;Conde Duque;Mining Stories;45;Documental
2019;Septiembre;Conde Duque;SCD Ata Kak;0;Música y Conciertos
2019;Septiembre;Conde Duque;SCD Bombino;83;Música y Conciertos
2019;Octubre;Conde Duque;A Gatas;43;Teatro y Escénicas
2019;Octubre;Conde Duque;Desde Las Alturas;18;Cine y Audiovisual
2019;Octubre;Conde Duque;Ficciones;49;Teatro y Escénicas
2019;Octubre;Conde Duque;Gentry;27;Teatro y Escénicas
2019;Octubre;Conde Duque;Kourtney Kardashian;42;Teatro y Escénicas
2019;Octubre;Conde Duque;SCD Ata Kak;73;Música y Conciertos
2019;Octubre;Conde Duque;SCD Circuit Des Yeux;55;Música y Conciertos
2019;Octubre;Conde Duque;SCD Fatima Al Aadiri + Artista Invitada Rrucculla;83;Música y Conciertos
2019;Octubre;Conde Duque;SCD Fennesz;55;Música y Conciertos
2019;Octubre;Conde Duque;SCD María Rodés;55;Música y Conciertos
2019;Octubre;Conde Duque;Tiestes;89;Teatro y Escénicas
2019;Octubre;Conde Duque;TTM - Conferencia Espectacular;63;Cultura General
2019;Octubre;Conde Duque;TTM - Conservando Memoria;53;Cultura General
2019;Noviembre;Conde Duque;CR - Esencial - Circo, Presente Continuo;31;Teatro y Escénicas
2019;Noviembre;Conde Duque;CR - Fang - Circo, Presente Continuo;30;Teatro y Escénicas
2019;Noviembre;Conde Duque;CR - Só -  Circo, Presente Continuo;43;Teatro y Escénicas
2019;Noviembre;Conde Duque;Dies Irae;260;Teatro y Escénicas
2019;Noviembre;Conde Duque;JZM - Brötzmann /Leigh;72;Música y Conciertos
2019;Noviembre;Conde Duque;JZM - David Virelles;72;Música y Conciertos
2019;Noviembre;Conde Duque;JZM - Lucia Rey (Residencia De Jazz);55;Música y Conciertos
2019;Noviembre;Conde Duque;JZM - Melanie De Biasio;73;Música y Conciertos
2019;Noviembre;Conde Duque;JZM - Nubya;73;Música y Conciertos
2019;Noviembre;Conde Duque;La Memoria;43;Teatro y Escénicas
2019;Noviembre;Conde Duque;Overload;102;Teatro y Escénicas
2019;Noviembre;Conde Duque;Poesía o Barbarie;55;Literatura y Poesía
2019;Diciembre;Conde Duque;Dies Irae;54;Teatro y Escénicas
2019;Diciembre;Conde Duque;Ella;51;Teatro y Escénicas
2019;Diciembre;Conde Duque;Festival Pulso;71;Cultura General
2019;Diciembre;Conde Duque;Gran Hermano;49;Teatro y Escénicas
2019;Diciembre;Conde Duque;La Memoria;48;Teatro y Escénicas
2019;Diciembre;Conde Duque;Mago De Oz;105;Teatro y Escénicas
2019;Diciembre;Conde Duque;Poesía o Barbarie;56;Literatura y Poesía
2019;Diciembre;Conde Duque;SCD Los Voluble;83;Música y Conciertos
2019;Diciembre;Conde Duque;Una Gran Emoción Política;49;Teatro y Escénicas
2019;Julio;Fernán Gómez;MMM19. Kíla;82;Música y Conciertos
2019;Julio;Fernán Gómez;MMM19. Savina Yannatou;73;Música y Conciertos
2019;Agosto;Fernán Gómez;Sin Eventos;0;Cultura General
2019;Septiembre;Fernán Gómez;MONSIEUR GOYA, Una Indagación;1090;Teatro y Escénicas
2019;Septiembre;Fernán Gómez;"Trilogía Contra El Abuso: ""Como Un Viento Helado"".";175;Teatro y Escénicas
2019;Septiembre;Fernán Gómez;"Trilogía Contra El Abuso: ""La Casa De La Llave""";71;Teatro y Escénicas
2019;Octubre;Fernán Gómez;MONSIEUR GOYA, Una Indagación;1233;Teatro y Escénicas
2019;Octubre;Fernán Gómez;También La Verdad Se Inventa. Los Martes, Milagro.;41;Teatro y Escénicas
2019;Octubre;Fernán Gómez;"Trilogía Contra El Abuso: ""La Casa De La Llave""";209;Teatro y Escénicas
2019;Octubre;Fernán Gómez;"Trilogía Contra El Abuso: ""Soka (Cuerda)""";441;Teatro y Escénicas
2019;Noviembre;Fernán Gómez;Aquí;294;Teatro y Escénicas
2019;Noviembre;Fernán Gómez;EL NIÑO Y LA BESTIA;164;Cine y Audiovisual
2019;Noviembre;Fernán Gómez;JM19. Benavent, Di Geraldo, Pardo.;150;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Cristian Scott a Tunde Adjuah;103;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Flamenco Trane, Guillermo McGill;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Giovanni Guidi / Mina Agossi. Sesión Doble;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Joe Lovano Tapestry Trío;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Lucky Peterson;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Mike Stern/Jeff Lorber Band y D. Chambers & J. Haslip;140;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Rebekka Bakken;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Stacey Kent;33;Música y Conciertos
2019;Noviembre;Fernán Gómez;JM19. Youn Sun Nah Trío;170;Música y Conciertos
2019;Noviembre;Fernán Gómez;La Esclava Del Señor. Los Martes, Milagro;28;Teatro y Escénicas
2019;Noviembre;Fernán Gómez;MONSIEUR GOYA, Una Indagación;289;Teatro y Escénicas
2019;Diciembre;Fernán Gómez;ANDREA DÍAZ REBOREDO- M.A.R. Poética Contemporánea;24;Teatro y Escénicas
2019;Diciembre;Fernán Gómez;El Diván De La Memoria Escondida. Los Martes Milagro;41;Teatro y Escénicas
